"survey_round","psu","lat","lon","pop","district","urban_rural","market","hh","agem","agec","sexc","k1","k3","k5"
"Endline",8,6.09281,-0.37827,15000,"SuhumKraboaCoaltar","Rural","Suhum",14,24,10,2,1,2,NA
"Endline",8,6.09281,-0.37827,15000,"SuhumKraboaCoaltar","Rural","Suhum",15,37,15,1,1,2,NA
"Endline",8,6.09281,-0.37827,15000,"SuhumKraboaCoaltar","Rural","Suhum",16,28,17,1,2,NA,NA
"Endline",8,6.09281,-0.37827,15000,"SuhumKraboaCoaltar","Rural","Suhum",17,26,13,2,1,1,0
"Endline",8,6.09281,-0.37827,15000,"SuhumKraboaCoaltar","Rural","Suhum",18,35,6,1,1,2,NA
"Endline",8,6.09281,-0.37827,15000,"SuhumKraboaCoaltar","Rural","Suhum",19,36,8,2,2,NA,NA
"Endline",8,6.09281,-0.37827,15000,"SuhumKraboaCoaltar","Rural","Suhum",20,24,20,1,1,1,0
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",1,22,0,1,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",2,33,24,2,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",3,23,18,1,1,1,0
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",4,26,4,1,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",5,24,24,1,1,1,0
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",6,26,18,1,1,1,0
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",7,56,18,1,2,NA,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",8,30,18,1,1,1,0
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",9,27,6,2,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",10,24,10,2,1,1,0
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",11,30,8,2,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",12,23,7,2,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",13,30,2,1,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",14,35,3,1,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",15,26,4,1,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",16,30,0,2,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",17,42,8,2,1,2,NA
"Endline",9,6.02932,-0.55692,1500,"SuhumKraboaCoaltar","Rural","Suhum",18,24,3,2,1,2,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",1,23,3,1,1,2,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",2,42,5,1,2,NA,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",3,22,8,1,1,2,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",4,27,6,1,1,2,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",5,23,11,1,1,1,0
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",6,45,5,2,1,2,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",7,27,0,1,1,2,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",8,30,7,2,1,2,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",9,27,15,2,1,1,0
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",10,22,6,2,1,2,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",11,18,1,1,1,2,NA
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",12,32,18,2,1,1,0
"Endline",10,5.99548,-0.52533,450,"SuhumKraboaCoaltar","Rural","Suhum",13,28,3,1,1,2,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",1,25,8,1,1,2,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",2,19,8,1,1,2,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",3,29,18,1,1,1,0
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",4,23,12,1,1,2,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",5,32,9,2,1,2,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",6,21,1,2,2,NA,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",7,23,3,2,2,NA,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",8,27,0,1,1,2,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",9,20,18,2,1,1,0
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",10,25,2,1,1,2,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",11,30,20,2,1,1,0
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",12,26,20,1,1,1,0
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",13,18,16,2,1,2,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",14,36,2,2,1,2,NA
"Endline",11,6.05659,-0.49648,400,"SuhumKraboaCoaltar","Rural","Suhum",15,20,5,1,2,NA,NA
"Endline",12,5.93805,-0.3668,60,"SuhumKraboaCoaltar","Rural","Suhum",1,30,8,1,2,NA,NA
"Endline",12,5.93805,-0.3668,60,"SuhumKraboaCoaltar","Rural","Suhum",2,20,1,2,1,2,NA
"Endline",12,5.93805,-0.3668,60,"SuhumKraboaCoaltar","Rural","Suhum",3,28,4,2,1,2,NA
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",1,37,3,1,2,NA,NA
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",2,32,13,1,1,1,0
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",3,25,2,1,1,2,NA
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",4,35,9,2,1,1,1
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",5,22,22,1,1,1,0
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",6,18,3,1,1,1,0
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",7,24,14,1,1,1,0
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",8,25,5,2,1,1,0
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",9,38,3,2,2,NA,NA
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",10,35,9,1,1,2,NA
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",11,37,17,2,2,NA,NA
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",12,28,0,1,2,NA,NA
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",13,25,17,1,1,1,0
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",14,18,13,1,1,1,99
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",15,22,19,1,1,1,0
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",16,23,9,2,1,1,0
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",17,26,2,1,1,2,NA
"Endline",13,5.8926,-0.38528,800,"SuhumKraboaCoaltar","Rural","Suhum",18,37,15,2,1,2,NA
"Endline",14,5.99624,-0.32842,150,"SuhumKraboaCoaltar","Rural","Suhum",1,40,13,2,1,1,0
"Endline",14,5.99624,-0.32842,150,"SuhumKraboaCoaltar","Rural","Suhum",2,30,1,1,2,NA,NA
"Endline",14,5.99624,-0.32842,150,"SuhumKraboaCoaltar","Rural","Suhum",3,32,3,2,1,2,NA
"Endline",14,5.99624,-0.32842,150,"SuhumKraboaCoaltar","Rural","Suhum",4,25,2,2,1,2,NA
"Endline",14,5.99624,-0.32842,150,"SuhumKraboaCoaltar","Rural","Suhum",5,32,16,1,1,1,0
"Endline",14,5.99624,-0.32842,150,"SuhumKraboaCoaltar","Rural","Suhum",6,37,0,1,2,NA,NA
"Endline",15,5.91852,-0.25346,450,"AkwapimSouthDistrict","Rural","Nsawam",1,23,7,1,1,2,NA
"Endline",15,5.91852,-0.25346,450,"AkwapimSouthDistrict","Rural","Nsawam",2,25,23,1,1,2,NA
"Endline",15,5.91852,-0.25346,450,"AkwapimSouthDistrict","Rural","Nsawam",3,30,3,1,1,2,NA
"Endline",15,5.91852,-0.25346,450,"AkwapimSouthDistrict","Rural","Nsawam",4,30,3,2,2,NA,NA
"Endline",15,5.91852,-0.25346,450,"AkwapimSouthDistrict","Rural","Nsawam",5,34,3,2,2,NA,NA
"Endline",15,5.91852,-0.25346,450,"AkwapimSouthDistrict","Rural","Nsawam",6,37,12,1,1,2,NA
"Endline",15,5.91852,-0.25346,450,"AkwapimSouthDistrict","Rural","Nsawam",7,38,0,1,2,NA,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",1,24,7,2,1,1,0
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",2,42,5,1,1,1,3
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",3,32,1,1,1,2,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",4,33,8,1,1,1,0
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",5,20,16,2,1,1,0
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",6,26,6,2,2,NA,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",7,24,12,1,1,2,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",8,24,16,2,1,1,0
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",9,21,1,1,1,2,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",10,47,22,1,1,2,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",11,24,3,2,1,2,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",12,23,9,2,1,2,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",13,22,23,1,1,1,0
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",14,23,17,1,1,2,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",15,22,2,2,1,2,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",16,17,20,1,1,1,7
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",17,21,17,2,1,2,NA
"Endline",16,5.82859,-0.22739,3000,"AkwapimSouthDistrict","Rural","Nsawam",18,20,14,2,1,1,0
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",1,36,18,1,2,NA,NA
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",2,47,19,1,2,NA,NA
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",3,23,0,2,1,2,NA
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",4,37,9,2,2,NA,NA
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",5,27,11,2,2,NA,NA
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",6,32,11,1,1,1,1
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",7,35,19,1,1,1,0
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",8,33,3,1,1,2,NA
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",9,21,6,2,1,2,NA
"Endline",17,5.76255,-0.24272,600,"AkwapimSouthDistrict","Rural","Nsawam",10,28,11,2,1,2,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",18,26,16,2,1,2,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",17,23,14,1,1,1,3
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",16,22,7,2,1,1,3
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",15,22,13,1,1,1,0
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",14,29,22,1,1,2,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",13,32,2,2,2,NA,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",12,30,9,2,1,2,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",11,34,5,2,1,2,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",10,25,23,1,1,1,3
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",9,18,20,1,1,2,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",8,27,8,2,1,2,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",7,18,17,1,1,1,0
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",6,34,3,2,1,2,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",5,26,4,1,1,2,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",4,38,23,2,1,1,0
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",3,24,6,1,2,NA,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",2,34,14,2,2,NA,NA
"Endline",18,5.85313,-0.17317,5400,"AkwapimSouthDistrict","Rural","Nsawam",1,21,20,2,1,1,0
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",15,30,7,1,2,NA,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",14,26,6,2,1,2,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",13,29,9,1,1,1,0
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",12,27,0,2,2,NA,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",11,29,5,1,1,2,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",10,39,2,2,2,NA,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",9,19,3,2,2,NA,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",8,20,22,2,2,NA,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",7,31,3,2,2,NA,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",6,26,6,1,1,2,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",5,28,7,2,1,2,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",4,35,2,1,2,NA,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",3,23,9,1,2,NA,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",2,24,9,2,1,2,NA
"Endline",19,5.80463,-0.18399,320,"AkwapimSouthDistrict","Rural","Nsawam",1,29,1,2,1,2,NA
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",18,30,1,2,1,2,NA
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",17,32,1,2,1,2,NA
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",16,30,14,1,1,1,0
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",15,22,17,2,1,1,0
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",14,21,18,2,1,2,NA
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",13,23,1,2,1,2,NA
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",12,25,5,2,1,2,NA
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",11,15,1,2,1,2,NA
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",10,38,15,2,1,1,0
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",9,30,8,1,1,1,0
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",8,33,12,2,1,1,0
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",7,35,3,1,1,2,NA
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",6,32,3,2,1,1,6
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",5,30,16,1,1,1,3
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",4,17,6,1,1,1,7
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",3,28,10,1,1,1,7
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",2,16,3,1,1,2,NA
"Endline",20,5.81567,-0.39987,1200,"AkwapimSouthDistrict","Rural","Nsawam",1,22,18,1,1,1,0
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",1,23,18,2,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",2,60,19,1,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",3,38,10,1,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",4,19,12,1,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",5,30,10,2,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",6,19,21,1,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",7,35,3,1,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",8,35,14,2,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",9,28,23,2,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",10,32,10,1,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",11,22,12,1,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",12,36,0,2,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",13,20,0,2,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",14,24,7,2,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",15,25,6,1,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",16,25,10,2,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",17,21,15,1,2,NA,NA
"Endline",21,5.76468,-0.36806,500,"AkwapimSouthDistrict","Rural","Nsawam",18,33,18,2,2,NA,NA
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",1,19,18,1,1,1,0
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",2,32,13,1,1,1,0
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",3,30,2,1,1,2,NA
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",4,23,17,1,1,1,0
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",5,29,13,2,1,2,NA
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",6,32,12,1,2,NA,NA
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",7,21,13,2,1,1,0
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",8,18,17,1,1,2,NA
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",9,25,3,1,1,2,NA
"Endline",22,5.84746,-0.28669,210,"AkwapimSouthDistrict","Rural","Nsawam",10,22,11,1,1,1,0
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",17,25,20,1,1,1,0
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",16,35,6,2,1,1,4
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",15,20,4,2,2,NA,NA
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",14,25,22,2,1,1,0
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",13,28,6,2,1,2,NA
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",12,25,12,1,1,1,0
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",11,24,99,2,1,1,0
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",10,23,20,2,1,1,0
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",9,30,5,1,1,2,NA
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",8,35,7,2,2,NA,NA
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",7,27,4,2,2,NA,NA
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",6,37,8,1,1,2,NA
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",5,25,22,1,1,2,NA
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",4,38,20,2,1,1,0
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",3,18,14,1,1,1,0
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",2,37,7,1,1,1,0
"Endline",23,5.87808,-0.3107,1500,"AkwapimSouthDistrict","Rural","Nsawam",1,23,13,2,1,2,NA
"Endline",24,5.84015,-0.3793,40,"AkwapimSouthDistrict","Rural","Nsawam",1,25,11,2,1,1,0
"Endline",24,5.84015,-0.3793,40,"AkwapimSouthDistrict","Rural","Nsawam",2,28,21,1,2,NA,NA
"Endline",24,5.84015,-0.3793,40,"AkwapimSouthDistrict","Rural","Nsawam",3,29,14,2,1,1,0
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",1,34,22,1,2,NA,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",2,24,15,1,1,1,0
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",3,29,5,1,1,2,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",4,23,2,2,1,2,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",5,25,9,2,2,NA,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",6,39,12,1,1,2,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",7,17,10,2,2,NA,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",8,24,18,1,1,1,0
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",9,18,17,2,1,1,0
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",10,27,8,1,2,NA,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",11,28,8,2,2,NA,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",12,27,16,2,1,2,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",13,28,23,1,1,2,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",14,22,16,2,1,1,0
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",15,27,13,1,1,1,0
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",16,22,10,1,1,2,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",17,20,18,1,2,NA,NA
"Endline",25,5.7603,-0.69476,850,"WestAkimMunicipal","Rural","Asamankese",18,32,2,1,1,2,NA
"Endline",26,5.72153,-0.64466,540,"WestAkimMunicipal","Rural","Asamankese",1,40,1,1,2,NA,NA
"Endline",26,5.72153,-0.64466,540,"WestAkimMunicipal","Rural","Asamankese",2,29,18,2,2,NA,NA
"Endline",26,5.72153,-0.64466,540,"WestAkimMunicipal","Rural","Asamankese",3,25,2,2,1,2,NA
